id,paper,state,course,course_en,tags,tags_en,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,title,title_en,url,,,
r65,DLA,FL,postre,dessert,vegetariano,vegetarian,"huevo; sal; crémor; azúcar;
vainilla; harina; cocoa","egg; salt; cream of tartar; sugar, vanilla, flour, cocoa","1 1-2 taza de claras;
1-4 cucharadita de sal;
1 cucharadita de crémor;
1 1-4 taza de azúcar;
I cucharadita de vainilla;
3-4 taza de harina de trigo;
4 cucharadas de cocoa","1 1-2 cups egg whites;
1-4 teaspoon salt;
1 teaspoon of cream of tartar;
1 1-4 cups sugar;
I teaspoon vanilla;
3-4 cups wheat flour;
4 tablespoons cocoa","Bata las claras con un batidor de alambre hasta que estén a punto de nieve, añada el crémor y continúe batiendo hasta que estén duras, pero no secas.; Agregue el azúcar echando dos cucharadas a un tiempo.; Revuelva de arriba hacia abajo y siga echando azúcar por cucharadas hasta terminarla.; Incorpore la vainilla revolviendo, cierna la harina, sal y cocoa cuatro veces y agregue poco a poco revolviendo.; Vierta en un molde con tubo en el centro sin engrasar y cueza en un horno lento (325 F) durante una hora.","Beat the egg whites with a wire whisk until they form peaks, add the cream and continue beating until hard, but not dry.; Add the sugar two tablespoons at a time.; Stir from top to bottom and keep adding sugar by tablespoons until finished.; While stirring add the vanilla, fold in the flour, salt and cocoa four times adding little by little while stirring.; Pour into a bundt mold in the center and cook in a slow oven (325 F) for one hour.",bizcocho moreno,brown cake,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-12-08/ed-1/seq-5/,,,
r66,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,batata; boniato; azúcar; mantequilla; marshmallows,"sweet potato; sugar; butter; marshmallows
","2 libras de batata e boniato hervido; 1-2 taza de azúcar mascabado; 2 cucharadas de mantequilla; 12 ""marshmallows""",2 pounds boiled sweet potato; 1-2 cup muscovado sugar; 2 tablespoons butter; 12 marshmallows,"Coloque en un molde engrasado con mantequilla.; Cubra las batatas (boniato) con el azúcar y la mantequilla.; Cueza en horno de calor moderado hasta que el azúcar se derrita y forme caramelo.; Si desea coloque los ""marshmallows"" sobre la batata.; Ponga de nuevo en la parte de arriba del horno por unos minutos para que los ""marshmallows” se doren.","Place in a greased pan with butter.; Cover sweet potatoes (sweet potato) with sugar and butter.; Cook in a moderate heat oven until the sugar melts and forms a caramel.; If you want, place the ""marshmallows"" on the sweet potato.; Put back on the top  rack of the oven for a few minutes to let the marshmallows brown.","batata o boniato ""Glace""",glazed sweet potatoes,https://chroniclingamerica.loc.gov/lccn/sn82001257/1962-07-22/ed-1/seq-7/,,,
r67,DLA,FL,acompañamiento,side,vegetariano; sin gluten,vegetarian; gluten-free,huevo; salsa blanca; mantequilla; queso,egg; bechamel; butter; cheese,"5 huevos duros; salsa blanca;
mantequilla; queso rallado","5 hard-boiled eggs; bechamel;
butter; grated cheese","Póngase la mitad de la salsa blanca en una fuentecita resistente al calor del horno y encima los 5 huevos duros cortados en rodajas.; Cúbrase con el resto de la salsa; Rocíese con mantequilla y espolvoréese con
queso rallado, póngase al horno y déjese dorar.",Put half of the white sauce in a heat-resistant dish of the oven; put the 5 hard-boiled eggs cut into slices on top.; Top with the rest of the sauce; Drizzle with butter and sprinkle with grated cheese.; Bake and let it brown.,huevos reina carlota,Queen Charlotte Eggs,https://chroniclingamerica.loc.gov/lccn/sn82001257/1962-07-22/ed-1/seq-7,,,
r68,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,huevo; azúcar; vainilla; polvo de hornear; dulce de leche; mermelada,egg; sugar; vanilla; baking powder; dulce de leche; marmalade,"6 yemas de huevo; 3-4 taza de azúcar; 1-3 cucharadita de esencia de vainilla; 6 claras;
3 cucharaditas de polvo Royal
1 1-2 de dulce de leche o mermelada;","6 egg yolks; 3/4 cup sugar; 1/3 teaspoon vanilla essence; 6 clear;
3 teaspoons Royal powder
1 1/2 of dulce de leche or jam; MERINGUE; 5 egg whites; 1 cup sugar; 1-4 teaspoon vanilla essence","Se baten las yemas con el azúcar hasta que estén espumosas, se les añade la esencia y se deja de batir.; Se le agregan las claras batidas a nieve revolviendo suavemente con cuchara de madera.; Se tamizan juntos la harina y el Polvo Royal y se agregan a la mezcla anterior revolviendo despacio, nada más que
para unir.; Se vierte la preparación en un molde enmantecado y enharinado y se cuece en
horno moderado durante 30 minutos.; Una vez cocido se desmolda sobre rejilla y se deja enfriar.;
Se corta el bizcocho en tres capas, que se untan abundantemente con el dulce.; Se vuelve a armar y se decora con el merengue.; Se termina de adornar con higos.
","Beat the yolks with the sugar until they are foamy, add the essence and stop beating.; Add the egg whites beaten to forming peaks gently stirring with wooden spoon.; Sift together the flour and Royal Powder and add to the previous mixture stirring slowly, nothing more than to incorporate.; Pour the batter into a buttered and floured mold and cook in at moderate heat for 30 minutes; Once cooked remove from rack and allow to cool; Cut the cake into three layers, then spread amply with the dulce de lechet.; Reassemble the cake and decorated with meringue.; Garnish with figs.",bizcocho merengado,meringue cake,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-02/ed-1/seq-5/,,,
r69,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,huevo; azúcar; vainilla,egg; sugar; vanilla,5 claras de huevo; 1 taza de azúcar; 1-4 de cucharadita de esencia de vainilla,5 egg whites; 1 cup sugar; 1/4 teaspoon vanilla essence,"Se colocan en una cacerola las claras y el azúcar.; Se baten sobre calor suave hasta que queden blanca y espesa.; Se retira del calor, se agrega la esencia y se bate hasta que enfríe.; Se conoce el punto cuando queda con consistencia.",Put egg whites and sugar in a saucepan; Beat over soft heat until they are white and thick; Remove from heat and add the vanilla essence and beaten until it cools.; When it holds its shape consistently it is finished.,merengue al fuego,stovetop meringue,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-02/ed-1/seq-5/,,,
r70,DLA,FL,plato,main,,,"lomo; carne; tocino; sal; nuex moscado; huevo; pan; vino;  jamón; berenjena, caldo","pork; beef; bacon; salt; nutmeg; egg; bread; wine; eggplant, broth",lomo; carne de res; carne de cerdo; tocino; sal; nuez moscada; 1 huevo crudo; migas de pan blanco; un vaso de vino Sauterne; huevo duro;  jamón legumbres; sal pimienta; un poco de caldo,"pork tenderloin; beef; bacon; salt; nutmeg; 1 raw egg; white bread crumbs; a glass of Sauterne wine; vegetables; pepper salt; a little broth
","Se escoge el lomo, se abre por la mitad a lo largo y se aplasta con mucho cuidado para que se estire la carne.; Se muelen carne de res, de cerdo, tocino, sal y nuez moscada, se le añade 1 huevo crudo, migas de pan blanco y un vaso de vino Sauterne.; Se coloca esta mezcla sobre el lomo, se agrega al relleno lascas de huevo duro y jamón, se enrolla y se ata para que no se salga el relleno.; Se rodea con legumbres cortadas menudamente, se rocía con vino blanco, sal, pimienta y un poco de caldo.; Al quedar el lomo perfectamente cocido en el horno, para que tome color se pasa el jugo correspondiente y se sirve muy
caliente rodeándolo de berenjenas asadas.; Puede también serirse frío, con salsa mayonesa.","Choose the loin and cut it down the middle and open it lengthwise and spread very carefully so that the meat is stretched.; Grind beef, pork, bacon, salt and nutmeg, add 1 raw egg, white bread crumbs and a glass of Sauterne wine.; Place the mixture on the loin, add slices of hard-boiled egg and ham to the filling; Roll and tie the meat so that the filling does not come out.; Surround  delicately cut legumes, drizzle with white wine, salt, pepper and a little broth.; When the loin is perfectly cooked in the oven, when it has color, the corresponding juice is passed and served very hot surrounding it with roasted eggplants.; It can also be served cold with mayonnaise.",lomo de cerdo relleno a la parisiense,Parisian stuffed pork loin,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-06-01/ed-1/seq-5/,,,
r71,DLA,FL,plato,main,,,ternera; sal; pan; queso; huevo; limón; salsa de tomate,veal; salt; bread; cheese; egg; lemon; tomato sauce,ternera; sal; pan; queso; huevo; limón; salsa de tomate,veal; salt; bread; cheese; egg; lemon; tomato sauce,"Se limpian las chuletas, se sazonan con sal, se pasan por migas de pan blanco, con algo de queso rallado, por huevo batido y por último por la miga de pan mezclada con la cantidad deseada de queso.; Se fríen bien doradas.; Sírvanse adornadas con limón y salsa de tomate.","
Clean the veal chops and season with salt, cover in white bread crumbs and some grated cheese, beaten egg and finally in bread crumbs mixed with the desired amount of cheese.; Fry until well browned.; Serve  garnished with lemon and tomato sauce.
",chuletas de ternera a la milanesa,"veal chops a la Milanese
",https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-26/ed-1/seq-5/,,,
r72,DLA,FL,acompañamiento; postre,side; dessert,vegetariano; sin gluten,vegetarian; gluten-free,"papas; sal; mantequilla;
huevo; manteca",potatoes; salt; butter; eggs; lard,"1 1-2 libras de papas; 1 cucharadita de sal; 3 cucharadas de mantequilla;
5 huevos; 1 libra de manteca",1 1/2 pounds potatoes; 1 teaspoon salt; 3 tablespoons butter; 5 eggs; 1 pound butter,Hierva y maje las papas.; Añadale la mantequilla y los huevos uno a uno y bata al agregarlos.; Fría en manteca caliente por cucharadas.; Escurra y sírvalos en almíbar o espolvoree con azúcar.,Boil and mash the potatoes.; Add the butter and eggs one by one and beat when adding.; Fry in hot lard by tablespoons.; Drain and serve in syrup or sprinkle with sugar.,buñuelos de papas,potato fritters,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-11-03/ed-1/seq-5/,,,
r73,DLA,FL,acompañamiento; plato,side; main,vegetariano,vegetarian,leche condensada; agua; huevo; harina; canela; vainilla,condensed milk; water; egg; flour; cinnamon; vanilla,1-2 lata de Leche Condensada; 1 taza de agua; 3 huevos; 1-2 cucharada de harina; 1-4 cucharadita de canela en polvo; 1-4 cucharadita esencia de vainilla,1/2 can of condensed milk; 1 cup water; 3 eggs; 1/2 tablespoons flour; /-4 teaspoon cinnamon powder; 1-4 teaspoon vanilla essence,"Se diluye la leche condensada en el agua, se agrega la harina y se perfuma, colocándola al fuego hasta que espese.; A la leche caliente se añaden, por cucharadas, las claras ya consistentes, previo su batido, bañándolas bien para que se cuezan las claras. Sacarlas luego con la espumadera y colocarlas en una fuente.; Las yemas ligeramente batidas se agregan a la leche caliente, se le da a ésta una ligera cocción y se vacia todo sobre las claras.","Dilute the condensed milk with the water, add the flour and heat on the stove until it thickens.; Add the egg whites to the hot milk by tablespoons; To the hot milk are added, by tablespoons, the already beatened egg whites, making sure to cover them so that the whites are cooked.; Then remove them with the skimmer and place them in a dish; Add the lightly beaten yolks to the hot milk and cook lightly then pour evertying over the egg whites.",huevos a la nieve,eggs in the snow,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-10-20/ed-1/seq-5/,,,
r74,DLA,FL,postre,dessert,vegetariano; sin gluten,vegetarian; gluten-free,chocolate; azúcar; mantequilla; sirop de maíz; sal; leche; vainilla,"chocolate; sugar; butter; corn syrup; salt; milk; vanilla
","2 onzas de chocolate; 2 tazas de azúcar; 2 cucharadas de mantequilla; 2 cucharaditas de sirop de maíz; Un cuarto de cucharadita de sal; 1 y un cuarto taza de leche;
1 cucharadita de vainilla","2 ounces of chocolate; 2 cups sugar; 2 tablespoons butter; 2 teaspoons corn sirup; A quarter teaspoon of salt; 1 and a quarter cup of milk;
1 teaspoon vanilla","Ralle y derrita el chocolate, añada el azúcar, la sal, la mantequilla, el sirop de maíz y la leche.; Hierva hasta que se espese un poco y se forme una bola blanda al echar unas gotas en agua fría.; Retire del fuego y deje enfriar un poco.; Añada la vainilla y bata continuamente hasta que empiece a endurecer.; Vierta en un plato engrasado y marque en cuadros.","Grate and melt the chocolate, add the sugar, salt, butter, corn syrup and milk.; Boil until it thickens a little and forms a soft ball by pouring a few drops into cold water.; Remove from heat and let cool a little.; Add the vanilla and beat continuously until it begins to harden; Pour into a greased plate and cut into squares.",fudge,fudge,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-03-02/ed-1/seq-5/,,,
r75,DLA,FL,plato,main,sin gluten,gluten-free,huevo; azúcar; harina; sal; pimienta; atún; mayonesa; jamón; lechuga; pimientos morrones; perejil,egg; sugar; flour; salt; pepper; tuna; mayonnaise; ham; lettuce; bell peppers; parsley, 6 huevos; 2 cucharadas de azúcar; 200 gramos de harina; sal; pimienta; 5 huevos; una lata de atún; mayonesa; 150 gramos de jamón picado y cocido; lechuga picada; 3 pimientos morrones; huevo picado; perejil picado," 6 eggs; 2 tablespoons sugar; 200 grams of flour; salt; pepper; 5 eggs; a can of tuna; mayonnaise; 150 grams of chopped and cooked ham; chopped lettuce; 3 bell peppers; chopped egg; chopped parsley
","Batir 6 huevos y 2 cucharadas de azúcar, entibiar al baño de maría, retirar y batir hasta espesaí.; Agregar despacio 200 gramos de harina, revolviendo sal y pimienta.; Cicolar en molde enmantecado y en harinado, 50 minutos en horno moderado, y desmoldar.; Preparar mayonesa de 5 huevos.; Abrir una lata de atún y mezclar con un poco de mayonesa.; Corrtar el biscochuelo ya frío en 4 capas.; En la primera
poner mayonesa y 150 gramos de jamón picado y cocido.; En la segunda lechuga picada y 3 pimientos morrones.; y en la tercera el atún con la mayonesa,.; Tapar con la cuarta capa, ebrir todo con mayonesa, pegar alrededor huevo picado y decorar la tapa con perejil picado, pimientos morrones picados y
huevo.; Rodear con un colchoneito de lechuga rizadita.","Beat 6 eggs and 2 tablespoons of sugar, warm in a bain-marie, remove and beat until thickened.; Slowly add 200 grams of flour, stirring salt and pepper; Pour into greased and flouered pan; Bake 50 minutes in moderate oven and remove from mold.; Prepare mayonnaise from 5 eggs.; Open a can of tuna and mix with a little mayonnaise.; Cut the now cold biscuit into 4 layers.; In the first put mayonnaise and 150 grams of cooked, chopped ham.; in the second chopped lettuce and 3 bell peppers.;  and in the third put the tuna with mayonnaise,.; Cover with the fourth layer.; Cover everything with mayonnaise, scatter chopped egg and decorate the top with chopped parsley, chopped bell peppers and
egg.; Serve on a bed of lettuce.",torta fiambre de atun en aceite,Canned tuna cold cut cake,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-09-26/ed-1/seq-5,,,
