id,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,raw_text,title,url,,,
r52,calabaza; salsa blanca; cebolla,pumpkin; bechamel; onion,"3 tazas de calabaza majada; 3 tazas de salsa blanca; 1 cebolla pequeña, rallada","3 cups of mashed pumpkin; 3 cups bechamel sauce; 1 small onion, grated","Añada a la calabaza majada, la cebolla y la salsa blanca.; Deje hervir y sazone a gusto.; Cuele y
o caldo.; Sirva caliente con galletas saladas o tostadas de pan.","Add onion and bechemel sauce to mashed pumpkin.;Bring to a boil and season to taste.;Strain and serve hot with crackers or toasted bread.
","3 tazas de calabaza majada
3 tazas de salsa blanca
1 cebolla pequeña, rallada
Añada a la calabaza majada, la
cebolla y la salsa blanca. Deje
hervir y sazone a gusto. Cuele y
o caldo. Sirva callente con galletas saladas o tostadas de pan.",sopa de calabaza a la crema,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-04-27/ed-1/seq-5/,,,
r53,avena; agua; azúcar; vainilla,oatmeal; water; sugar; vanilla,3/4 taza de avena; 7 tazas de agua; 1 taza de azúcar; 1 cucharadita de vainilla,3/4 cup oatmeal; 7 cups of water; 1 cup sugar; 1 teaspoon vanilla,Ponga la avena en el agua por media hora y cuele.; Endulce y añada la vainilla.; Sirva bien frío adornado con ruedas de limón.,"Put the oatmeal in the water for an half an hour and strain.; Sweeten and add the vanilla.; Serve very cold garnished with lemon wedges.
","3-4 taza de avena 7 tazas de agua
1 taza de azúcar
1 cucharadita de vainilla
Ponga la avena en el agua
por inedia hora y cuele. Endulce
y añada la vainilla. Sirva bien
frío adornado con ruedas de
limón.",refresco de avena,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-04-28/ed-1/seq-5/,,,
r54,langosta; mantequilla; sal; pimienta,lobster; butter; salt; pepper,1 langosta de 3 libras; mantequilla; sal y pimienta a gusto,1 3-pound lobster; butter; salt and pepper to taste,"Corte la langosta a lo largo sin quitarle el caparazón.; Remueva el estómago y los intestinos.; Coloque cada mitad en la parrilla, descansando sobre la concha.; Unte mantequilla y espolvoree con pimienta a gusto.; Cueza a fuego lento durante 40 minutos.; Sirva caliente con mantequilla derretida.","Cut the lobster lengthwise without removing the shell.; Remove the stomach and intestines.; Place each half on the grill, resting on the shell.; Spread butter and sprinkle with pepper to taste.; Simmer for 40 minutes.; Serve hot with melted butter.
","1 langosta de 3 libras
Mantequilla
Sal y pimienta a gusto
Corte la langosta a lo largo
sin quitarle el caparazón. Remueva el estómago y los intestinos.
Coloque cada mitad en la parri-
. Ha, descansando sobre la concha.
Unte mantequilla y espolvoree
con pimienta a gusto. Cueza a
fuego lento durante 40 minutos.
Sirva caliente con mantequilla
derretida.",langosta a la parilla,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-02/ed-1/seq-5/,,,
r55,aceite; ajo; almendra; pan; azafrán; comino; canela; agua; sal; huevo,"oil; garlic; almond; bread; saffron; cumin; cinnamon; water; salt; egg
",cantidad regular de aceite; dos ajos; 10 ó 12 almendras mondadas; un pedacito de pan;  unas hebras de azafrán; 1/2 cucharadita de cominos; un poco de canela en polvo; agua hirviendo; sal; 7 huevos,"regular amount of oil; two garlic; 10 or 12 peeled almonds; a little piece of bread;  a few strands of saffron; 1/2 teaspoons of cumin; a little cinnamon powder; boiling water; salt; 7 eggs
","En una cantidad regular de aceite empezaremos por freir dos ajos, 10 ó 12 almendras mondadas, un pedacito de pan, retirándose cuando quede doradito.; En un almirez se empieza por machacar unas hebras de azafrán 1/2 cucharadita de cominos, un poco de canela en polvo; en seguida los ajos, almendras y pan, remojándose con gotas del mismo aceite.; Cuando empiece a transformarse en una pasta fina, añadirle el resto del aceite con que hemos frito las almendras, deslíase hasta quedar una salsa espesa, con agua hirviendo, la sal, etc.; Se vierte esta salsa en un plato que pueda meterse en el horno, se rompen 7 huevos y se cuajan en el horno; sírvase con la yema blanda.; Pueden decorarse con pan frito puesto en
el borde de la fuente.","In a regular amount of oil we will start by frying two garlic, 10 or 12 peeled almonds, a piece of bread, removing when it is browned.; In an almirez you start by crushing a few strands of saffron 1/2 teaspoon of cumin, a little cinnamon powder; then the garlic, almonds and bread, soaking with drops of the same oil.; When it begins to transform into an ifna paste, add the rest of the oil with which we have fried the almonds, slide until you are a thick sauce, with boiling water, salt, etc.; This sauce is poured into a dish that can be put in the oven, 7 eggs are broken and curdled in the oven; serve with the soft yolk.; They can be decorated with fried bread put in
the edge of the fountain.","Proporciones para tres personas. En una cantidad regular de
aceite empezaremos por freir dos
ajos, 10 ó 12 almendras mondadas, un pedacito de pan, retirándose cuando quede doradito.
En un almirez se empieza por
machacar unas hebras de azafrán 1-2 cucharadita de cominos,
nn poco de canela en polvo;
en seguida los ajos, almendras y pan, remojándose con gotas del
mismo aceite. Cuando empiece a
transformarse en una pasta ifna,
añadirle el resto del aceite con
que hemos frito las almendras,
deslíase hasta quedar una salsa
espesa, con agua hirviendo, la
sal, etc. Se vierte esta salsa en
un plato que pueda meterse en
el horno, se rompen 7 huevos y
se cuajan en el horno; sírvase
con la yema blanda. Pueden decorarse con pan frito puesto en
el borde de la fuente.",huevos a la gitanila,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-12/ed-1/seq-5/,,,
r56,salchicha; aceite; agua; sal; papa; mantequilla; leche; huevo,sausage; oil; water; salt; potato; butter; milk; egg,una libra de salchicha fina; aceite; agua; sal; tres cuartos de libra de papas cortadas y peladas; mantequilla; leche; un huevo por cada redondel de salchicha,A pound of fine sausage; oil; water; salt; three-quarters of a pound of cut and peeled potatoes; butter; milk; one egg for each sausage round,"Una libra de salchicha fina se corta en pedazos de más o menos 25 centímetros, se arrollan formando unos redondeles, se prenden con dos palillos de dientes y se frien en aciete.; Aparte sé cocinan en agua y sal tres cuartos de libra de papas cortadas y peladas; Se escurren una vez cocidas y se aplas tan con una maquinita de hacer puré o con un tenedor; se le agregan cuatro cucharadas de mantequilla y media taza de leche caliente, se condimenta con un poquito de sal y se mantiene el calor.; Se fríe un huevo por cada redondel de salchicha.; Una vez todo listo se acomodan en una fuente los redondeles de salchicha, se les ponen encima los huevos fritos y alrededor el puré.","A pound of thin sausage is cut into pieces of about 25 centimeters, rolled into rounds, pinned with two toothpicks and fried in oil.; Separately, three quarters of a pound of cut and peeled potatoes are cooked in water and salt; They are drained once cooked and flattened with a puree machine or with a fork; add four tablespoons of butter and half a cup of hot milk, season with a little salt and keep warm.; One egg is fried for each round of sausage.; Once everything is ready, the sausage rounds are arranged in a dish, the fried eggs are placed on top and the purée around them.","Una libra de salchicha fina se corta en pedazos de más o me- nos 25 centímetros, se arrollan
formando unos redondeles, se prenden con dos palillos de dientes y se frien en aciete. »
Aparte sé cocinan en agua y
sal tres cuartos de libra de papas cortadas y peladas; se es- curren una vez cocidas y se apias
tan con una maquinita de hacer puré o con un tenedor; se
le agregan cuatro cucharadas de.
mantequilla y media taza de leche caliente, se condimenta con un poquito de sal y se mantiene
el 'calor.
Se fríe un huevo por cada redondel de salchicha. Una vez todo listo se acomodan en una
fuente los redondeles de salchicha, se les ponen encima los
huevos fritos y alrededor el puré.",salchichas a la veneciana,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-05-23/ed-1/seq-5/,,,
r57,salmón; papa; huevo; aceituna; cebolla; lechuga; aceite; sal; jugo de limón; tomate,"salmon; potato; egg; olive; onion; lettuce; oil; salt; lemon juice; tomato
",1 lata de salmón; 3 papas cocidas; 2 huevos duros; 6 aceitunas verdes y 6 negras; rodajas finas de cebolla; hojas de lechuga; 1/2 taza de aceite; 1 cucharadita de sal; el jugo de un limón; 1 tomate,1 can of salmon; 3 cooked potatoes; 2 hard-boiled eggs; 6 green and 6 black olives; thin slices of onion; lettuce leaves; 1/2 cup oil; 1 teaspoon salt; the juice of a lemon; 1 tomato,"Ponga en una fuente, las hojas de lechuga, encima las papas cortadas en rodajas finas, la cebolla, el salmón; condimente con sal, aceite y limón y adorne con tomate, rodajas de huevo duro y las aceitunas."," In a dish, placed the lettuce leaves;Top with thinly sliced potatoes, onion, salmon;Season with salt, oil and lemon and garnish with tomato, hard-boiled egg slices and olives.","1 lata de Salmón
3 papas cocidas
2 huevos duros
6 aceitunas verdes y 6 negras
rodajas finas de cebolla
Hojas de lechuga
1-2 taza de aceite
1 cucharadita de sal
el jugo de un limón
1 tomate
Ponga en una fuente, las hojas de lechuga, encima las papas
cortadas en rodajas finas, la ce- bolla, el salmón; condimente con sal, aceite y limón y adorne con
tomate, rodajas de huevo duro
y las aceitunas.",ensalada marinera,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-06-08/ed-1/seq-5/,,,
r58,maicena; leche; vainilla; huevo; azúcar,cornstarch; milk; vanilla; egg; sugar,"3 cucharadas al ras de Maizena; 3/4 litro de leche; esencia de vainilla; 4 claras batidas a nieve; 4 yemas; 1/2 taza de azúcar; Si prefiere la crema más agua
da prepárela con más leche",3 heaping tablespoons of cornstarch; 3/4 liters of milk (use more milk for thinner cream); vanilla essence; 4 very beaten egg whites; 4 egg yolks; 1/2 cup sugar,"Batir las claras a punto de merengue consistente.; Hervir la leche con la vainilla.; Echar la preparación de las claras por cucharadas y dejar que se cocinen unos minutos.; Sacar los copos de merengue y escurrirlos sobre un colador.; Colar la leche, batir las yemas con el azúcar y agregarle la leche tibia y la Maicena disuelta previamente.; Cocinar la crema revolviendo hasta que hierva y se espese.; Servirla en una compota colocando los copos y decorarlos con trocítos de jalea o frutas.; Enfriar bien antes de servir.","Beat the egg whites to the point of consistent meringue.; Boil the milk with vanilla.; Add the preparation of the whites by tablespoons and let them cook for a few minutes.; Remove the meringue flakes and drain them on a strainer.; Strain the milk, beat the yolks with the sugar and add the warm milk and the previously dissolved cornstarch.; Cook the cream stirring until it boils and thickens.; Serve it in a compote by placing the flakes and decorating them with pieces of jelly or fruits.; Cool well before serving.","3 cucharadas al ras de Maizena 3-4 litro de leche Esencia de vainilla 4 claras batidas a nieve 4 yemas 1-2 taza de azúcar Si prefiere la crema más aguada prepárela con más leche. Batir las claras a punto de merengue consistente. Hervir la leche con la vainilla. Echar la preparación de las claras por cu- charadas y dejar que se cocinen unos minutos. Sacar los copos de merengue y escurrirlos sobre un colador. Colar la leche, batir las yemas con el azúcar y agregarle la leche tibia y la Maicena disuelta previamente. Cocinar la crema revolviendo has- ta que hierva y se espese. Servirla en una compota colocando los copos y decorarlos con trocí- tos de jalea o frutas. Enfriar bien antes de servir.",isla flotante,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-07-18/ed-1/seq-5/,,,
r59,carne; cerdo; sal; nuez moscada; pimienta; huevo; coñac; polvo de galletas; jamón,beef; pork; salt; nutmeg; pepper; egg; cognac; cracker meal; ham,"3/4 libra de carne de res molida; 3/4 libra de carne de puerco molida; 2 cucharaditas de sal; 1/2 cucharadita de nuez moscada; 1/4 cucharadita de pimienta en polvo; 1 huevo; 2 yemas; 1/4 taza de coñac; Galleta molida;
1/4 libra de jamón precocinado cortado en lascas",3/4 pounds of ground beef; 3/4 pounds of ground pork; 2 teaspoons salt; 1/2 teaspoon nutmeg; 1/4 teaspoon pepper powder; 1 egg; 2 egg yolks; 1/4 cup cognac; cracker meal; 1/4 pound precooked ham cut into thin slices,"Se coloca en un tazón las carnes y se les añade la sal, nuez moscada y pimienta.; Se revuelve hasta mezclar bien los ingredientes.; Se añade el huevo y cuando esté bien ligado se añade una yema y después de bien ligada se añade la segunda.; Se añade el coñac.; Se liga bien.; Se va añadiendo galleta en polvo hasta obtener una mezcla que se le pueda dar forma.; Se extiende sobre un papel parafinado hasta formar
un rectángulo de 12 x 8 pulgadas.; Se colocan las lascas de jamón sobre la carne.; Se enrolla por la parte más estrecha como si fuera un brazo gitano.; Se envuelve en un lienzo fino previamente humedecido.; Se amarran bien los extremos y se cose la unión de tela.; Se cocina en agua hirviendo a cubrir durante 1 1/4 horas.; Al agua de la cocción se le añade una cebolla, una hoja de laurel, 4 granos de pimienta y dos clavos de olor.; Se añade también una cucharada de sal.; Pasado el tiempo de la cocción se escurre y se deja enfriar a la temperatura ambiente.; Se enfría en el refrigerador y después se le quita la tela y se sirve cortado en ruedas finas.; Si se desea se acompaña con unas ciruelas pasas.","Place the meats in a bowl and add the salt, nutmeg and pepper. Stir until the ingredients until well mixed.;Add and mix in the egg. Then add the yolks, one at a time, mixing well after adding each one. Add the cognac and mix.;Add cracker meal until dough can hold shape.;Spread on a waxed paper to form a rectangle of 12 x 8 inches.;Place the ham slices over the meat. Roll it up starting with the side that is the most stretched.;Wrap in a fine canvas that was previously moistened. The ends are tied well and the fabric joint is sewn.;Cook and cover in boiling water for 1 1/4 hours.;Add an onion, a bay leaf, 4 peppercorns and two cloves to the boiling water. Also add a tablespoon of salt.;After the cooking time, drain and allow to cool to room temperature.;Refrigerate and then serve cut into thin wheels. If desired, it is accompanied with prunes.
","INGREDIENTES 3-4 libra
de carne de res molida
3-4 libra de carne de puerco
molida
2 cucharaditas de sal
1-2 cucharadita de nuez moscada
1-4 cucharadita de pimienta
en' polvo
1 huevo
2 yemas
1-4 taza de coñac
Galleta molida
1-4 libra de jamón precocinado cortado en lascas
PREPARACION Se coloca en un tazón las carnes y se les
añade la sal, nuez moscada y pimienta. Se revuelve hasta mez- clar bien los ingredientes. Se
añade el huevo y cuando esté
bien ligado se añade una yema
y después de bien ligada se añade la segunda. Se añade el co- ñac. Se liga bien. Se va añadiendo galleta en polvo hasta obte- ner una mezcla que se le pueda
dar forma. Se extiende sobre un papel parafinado hasta formar un rectángulo de 12 x 8 pulgadas. Se colocan las lascas de jamón sobre la carne. Se enrolla
por la parte más estrecha como si fuera un brazo gitano. Se envuelve en un lienzo fino previamente humedecido. Se amarran bien los extremos y se cose la
unión de tela. Se cocina en agua
hiriviendo a cubrir durante 1 1-4
horas. Al agua de la cocción se
le añade una cebolla, una hoja
de laurel, 4 granos de pimienta
y dos clavos de olor. Se añade
también una cucharada de sal.
Pasado el tiempo de la cocción se escurre y se deja enfriar a la
temperatura ambiente. Se enfría en el refrigerador y después se le quita la tela y se sirve cortado
en ruedas finas. Si se desea se acompaña con unas ciruelas pasas.",embutido relleno,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-10-17/ed-1/seq-5/,,,
r60,espagueti; tocineta; maíz en grano cocido; mantequilla; pimienta; queso parmesano,"spaghetti; bacon; corn; butter;
pepper; Parmesan cheese","1 libra de espagueti; 1 libra de tocineta en lonjas; 2 tazas de maíz en grano cocido;
4 cucharadas de mantequilla;
1-4 cucharadita de pimienta;
1-4 libra de queso parmesano
rallado","
1 pound of spaghetti; 1 pound of sliced ​​bacon; 2 cups of cooked corn;
4 tablespoons of butter;
1-4 teaspoon of pepper;
1-4 pounds of grated Parmesan cheese","Hierva los espaguetis y escúrralos.; Engrase un molde y vierta en él la cuarta parte de los espaguetis.; Añada la tercera parte de la tocineta, del maíz y del queso.; Espolvoree con un poco de pimienta y ponga parte de la
mantequilla. Repita esto mismo hasta que haya usado todos los ingiedientes.; Ponga al horno a fuego moderado, 350 grado F. por 25 minutos.","
Boil the spaghetti and drain.; Grease a casserole dish and pour a quarter of the spaghetti into it.; Add a third of the bacon, corn and cheese.; Sprinkle with a little pepper and put part of the
Butter. Repeat this until you have used all the ingredients.; Bake at moderate heat, 350 degrees for 25 minutes.","1 libra de espagueti
1 libra de tocineta en lonjas
2 tazas de maíz en grano co- cido
4 cucharadas de mantequilla
1-4 cucharadita de pimienta'
1-4 1 libra de queso parmesano
rallado
Hierva los espaguetis y escúrralos. Engrase un molde y vierta <'n él la cuarta parte de los
espsiguetis. Añada la tercera parte d!e la tocineta, del maíz y del
quetio. Espolvoree con un poco
de pimienta y ponga parte de la
mantequilla. Repita esto mismo
hasta que haya usado todos los
ingredientes. Ponga al horno a fuego moderado, 350 grado F.
por 25 minutos.",espagueti con maiz y tocineta,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-09-09/ed-1/seq-5/,,,
r61,"mantequilla;
azúcar; huevo; vainilla;
harina de trigo;
polvo de hornear; sal;
canela;
clavos;
nuez moscada;
leche;
pasas;",butter; sugar; egg; vanilla; flour; baking powder; salt; cinnamon; cloves; nutmeg; milk; raisins,"1-3 taza de mantequilla;
1 1-3 tazas de azúcar masca
bado;
3 yemas batidas;
1 cucharadita de vainilla;
2 tazas de harina de trigo;
3 cucharaditas de polvo de
hornear;
I- cucharadita de sal;
1 1-2 cucharadita de canela;
11-2- cucharaditas de clavos;
1 1-2 cucharadita de nuez
moscada;
3-4 taza de leche;
1 taza de pasas;
3 claras batidas",1/3 cup butter; 1 1/3 cups powdered suar; 3 egg yolks beaten; 1 teaspoon vanilla; 2 cups wheat flour; 3 teaspoons baking powder; I- teaspoon of salt; 1 1/2 teaspoons cinnamon; 11/2- teaspoons of cloves; 1 1/2 teaspoons walnut Flyme; 3/4 cups milk; 1 cup raisins; 3 egg whites beaten,"Ablande la mantequilla.; Añada el azúcar poco a poco y bata por un rato.; Agregue las yemas batidas y la vainilla y mezcle bien.; Cierna juntos tres veces la harina, el polvo de hornear la sal, la canela, los clavos,
y la nuez moscada, y añada a lamantequilla alternando con la leche.; Añada las pasas y las claras.; Eche en un molde engrasado y cueza en un horno moderado.","Soften butter.; Add the sugar little by little and beat for a while; Add the whipped yolks and vanilla and mix well; Sifting together three times flour, baking powder salt, cinnamon, cloves, and nutmeg, and add to butter alternating with milk.; Add raisins and egg whites; Pour into a greased pan and cook in a moderate oven.","1-3 taza de mantequilla
1 1-3 tazas de azúcar mascabado.
3 yemas batidas
1 cucharadita de vainilla.
2 tazas de harina de trigo
3 cucharaditas de polvo de
hornear.
1-4 cucharadita de sal
1 1-2 cucharadita de canela.
1 1-2 cucharaditas de clavos
1 1-2 cucharadita de nuez moscada.
3-4 taza de leche
1 taza de pasas.
3 claras batidas
Ablande la mantequilla. Añada el azúcar poco a poco y ba- ta por un rato. Agregue las yemas batidas y la vainilla y mez- cle bien. Cierna juntos tres veces la harina, el polvo de hor- near la sal, la canela, los clavos,
y la nuez moscada, y añada a la
mantequilla alternando con la
leche. Añada las pasas y las claras. Eche en un molde engrasado y cueza en un horno moderado.",bizcocho de especia,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-09-09/ed-1/seq-4/,,,
r62,"salsa de tomate de mesa o salsa chile;
jugo de limón;
Tabasco;
salsa inglesa;
apio;
sal",tomato sauce; lemon juice; Tabasco sauce; Worcestshire sauce; celery; salt,"1-2 taza de salsa de tomate
de mesa o salsa chile;
3 cucharadas de jugo de limón;
Unas gotas de Tabasco;
2 cueharaditás de salsa inglesa;
1-2 taza de apio muy picadito;
1-4 cucharadita de sal",1/2 cups tomato sauce table or chili sauce; 3 tablespoons lemon juice; A few drops of Tabasco; 2 cueharaditás of Worcestershire sauce; 1-2 cups very chopped celery; 1/4 teaspoon salt,Se mezclan bien todos los ingredientes y se enfrian.; Se debe guardar la salsa en un fraseo de cristal.,All ingredients are well mixed and cooled.; Store the sauce in a crystal bowl.,"INGREDIENTES:
1-2 taza de salsa de tomate
de mesa o salsa ehile
3 cucharadas de jugo de limón
Unas gotas de Tabasco
2 cueharaditás de salsa inglesa
1-2 taza de apio muy pieadito
1-4 eucharadita de sal
PREPARACION Se mez- clan bien todos los ingredientes v se enfrian Se debe guardar
la salsa en un fraseo de cris","salsa para ""Cocktail"" de Mariscos",https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-10-15/ed-1/seq-4/,,,
r65,"huevo; sal; crémor; azúcar;
vainilla; harina; cocoa","egg; salt; cream of tartar; sugar, vanilla, flour, cocoa","1 1-2 taza de claras;
1-4 cucharadita de sal;
1 cucharadita de crémor;
1 1-4 taza de azúcar;
I cucharadita de vainilla;
3-4 taza de harina de trigo;
4 cucharadas de cocoa","1 1-2 cups egg whites;
1-4 teaspoon salt;
1 teaspoon of cream of tartar;
1 1-4 cups sugar;
I teaspoon vanilla;
3-4 cups wheat flour;
4 tablespoons cocoa","Bata las claras con un batidor de alambre hasta que estén a punto de nieve, añada el crémor y continúe batiendo hasta que estén duras, pero no secas.; Agregue el azúcar echando dos cucharadas a un tiempo.; Revuelva de arriba hacia abajo y siga echando azúcar por cucharadas hasta terminarla.; Incorpore la vainilla revolviendo, cierna la harina, sal y cocoa cuatro veces y agregue poco a poco revolviendo.; Vierta en un molde con tubo en el centro sin engrasar y cueza en un horno lento (325 F) durante una hora.","Beat the egg whites with a wire whisk until they form peaks, add the cream and continue beating until hard, but not dry.; Add the sugar two tablespoons at a time.; Stir from top to bottom and keep adding sugar by tablespoons until finished.; While stirring add the vanilla, fold in the flour, salt and cocoa four times adding little by little while stirring.; Pour into a bundt mold in the center and cook in a slow oven (325 F) for one hour.","RECETA TOMADA DEL LIBRO
“COCINE A GUSTO"" CORTESIA
DE SUS AUTORAS.
1 1-2 taza de claras
1-4 cucharadita de sal
1 cucharadita de crémor
1 1-4 taza de azúcar
I cucharadita de vainilla
3-4 taza de harina de trigo
4 cucharadas de coeoa.
Bata las claras con un batidor
de alambre hasta que estén a pun
to de nieve, añada el crémor y
continúe batiendo hasta que es- tén duras, pero no secas. Agregue el azúcar echando dos cucharadas a un tiempo. Revuelva de
arriba hacia abajo y siga echando azúcar por cucharadas hasta
terminarla. Incorpore la vainilla
revolviendo, cierna la harina, sal
y cocoa cuatro veces y agregue
poco a poco revolviendo. Vierta en un molde con tubo en el cen- tro sin engrasar y cueza en un
horno lento (325 F) durante una
hora.",bizcocho moreno,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-12-08/ed-1/seq-5/,,,
r66,batata; boniato; azúcar; mantequilla; marshmallows,"sweet potato; sugar; butter; marshmallows
","2 libras de batata e boniato hervido; 1-2 taza de azúcar mascabado; 2 cucharadas de mantequilla; 12 ""marshmallows""",2 pounds boiled sweet potato; 1-2 cup muscovado sugar; 2 tablespoons butter; 12 marshmallows,"Coloque en un molde engrasado con mantequilla.; Cubra las batatas (boniato) con el azúcar y la mantequilla.; Cueza en horno de calor moderado hasta que el azúcar se derrita y forme caramelo.; Si desea coloque los ""marshmallows"" sobre la batata.; Ponga de nuevo en la parte de arriba del horno por unos minutos para que los ""marshmallows” se doren.","Place in a greased pan with butter.; Cover sweet potatoes (sweet potato) with sugar and butter.; Cook in a moderate heat oven until the sugar melts and forms a caramel.; If you want, place the ""marshmallows"" on the sweet potato.; Put back on the top  rack of the oven for a few minutes to let the marshmallows brown.","Coloque en un molde engrasado con mantequilla. Cubra las batatas (boniato) con el azúcar y la mantequilla. Cueza en horno de calor moderado hasta que el azúcar se derrita y forme caramelo. Si desea coloque los ""marshmallows"" sobre la batata. Ponga de nuevo en la parte de arriba del horno por unos minutos para que los ""marshmallows” se doren.","batata o boniato ""Glace""",https://chroniclingamerica.loc.gov/lccn/sn82001257/1962-07-22/ed-1/seq-7/,,,
r67,huevo; salsa blanca; mantequilla; queso,egg; bechamel; butter; cheese,"5 huevos duros; salsa blanca;
mantequilla; queso rallado","5 hard-boiled eggs; bechamel;
butter; grated cheese","Póngase la mitad de la salsa blanca en una fuentecita resistente al calor del horno y encima los 5 huevos duros cortados en rodajas.; Cúbrase con el resto de la salsa; Rocíese con mantequilla y espolvoréese con
queso rallado, póngase al horno y déjese dorar.",Put half of the white sauce in a heat-resistant dish of the oven; put the 5 hard-boiled eggs cut into slices on top.; Top with the rest of the sauce; Drizzle with butter and sprinkle with grated cheese.; Bake and let it brown.,"5 huevos duros
Salsa blanca
Mantequilla
queso rallado
Póngase la mitad de la salsa
blanca en una fuentecita resistente al calor del horno y encima los 5 huevos duros cortados en rodajas Cúbrase con el
resto de la salsa Rocíese con
m antequilla y espolvoréese oon
queso rallado, póngase al horno y déjese dorar.",huevos reina carlota,https://chroniclingamerica.loc.gov/lccn/sn82001257/1962-07-22/ed-1/seq-7,,,
r68,huevo; azúcar; vainilla; polvo de hornear; dulce de leche; mermelada,egg; sugar; vanilla; baking powder; dulce de leche; marmalade,"6 yemas de huevo; 3-4 taza de azúcar; 1-3 cucharadita de esencia de vainilla; 6 claras;
3 cucharaditas de polvo Royal
1 1-2 de dulce de leche o mermelada;","6 egg yolks; 3/4 cup sugar; 1/3 teaspoon vanilla essence; 6 clear;
3 teaspoons Royal powder;
1 1/2 of dulce de leche or jam","Se baten las yemas con el azúcar hasta que estén espumosas, se les añade la esencia y se deja de batir.; Se le agregan las claras batidas a nieve revolviendo suavemente con cuchara de madera.; Se tamizan juntos la harina y el Polvo Royal y se agregan a la mezcla anterior revolviendo despacio, nada más que
para unir.; Se vierte la preparación en un molde enmantecado y enharinado y se cuece en
horno moderado durante 30 minutos.; Una vez cocido se desmolda sobre rejilla y se deja enfriar.;
Se corta el bizcocho en tres capas, que se untan abundantemente con el dulce.; Se vuelve a armar y se decora con el merengue.; Se termina de adornar con higos.
","Beat the yolks with the sugar until they are foamy, add the essence and stop beating.; Add the egg whites beaten to forming peaks gently stirring with wooden spoon.; Sift together the flour and Royal Powder and add to the previous mixture stirring slowly, nothing more than to incorporate.; Pour the batter into a buttered and floured mold and cook in at moderate heat for 30 minutes; Once cooked remove from rack and allow to cool; Cut the cake into three layers, then spread amply with the dulce de lechet.; Reassemble the cake and decorated with meringue.; Garnish with figs.","Se baten las yemas con el azúcar hasta que estén espumosas, se les añade la esencia y se deja de batir. Se le agregan las claras batidas a nieve revolviendo suavemente con cuchara de madera. Se tamizan juntos la harina y el Polvo Royal y se agregan a la mezcla anterior revolviendo despacio, nada más que
para unir. Se vierte la preparación en un molde enmantecado y enharinado y se cuece en
horno moderado durante 30 minutos. Una vez cocido se desmolda sobre rejilla y se deja enfriar.
Se corta el bizcocho en tres capas, que se untan abundantemente con el dulce. Se vuelve a armar y se decora con el merengue. Se termina de adornar con higos.",bizcocho merengado,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-02/ed-1/seq-5/,,,
r69,huevo; azúcar; vainilla,egg; sugar; vanilla,5 claras de huevo; 1 taza de azúcar; 1-4 de cucharadita de esencia de vainilla,5 egg whites; 1 cup sugar; 1/4 teaspoon vanilla essence,"Se colocan en una cacerola las claras y el azúcar.; Se baten sobre calor suave hasta que queden blanca y espesa.; Se retira del calor, se agrega la esencia y se bate hasta que enfríe.; Se conoce el punto cuando queda con consistencia.",Put egg whites and sugar in a saucepan; Beat over soft heat until they are white and thick; Remove from heat and add the vanilla essence and beaten until it cools.; When it holds its shape consistently it is finished.,"Se colocan en una cacerola las claras y el azúcar. Se baten sobre calor suave hasta que queden blanca y espesa. Se retira del calor, se agrega la esencia y se bate hasta que enfríe. Se conoce el punto cuando queda con consistencia.",merengue al fuego,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-02/ed-1/seq-5/,,,
